10000127,354281604
10000281,351132780
10000791,351045261
10001729,351094568
10001926,356592395
10002421,351209150
10003362,351176115
10006289,351249431
10008049,351803531
10008485,351376611
10011589,364350970
10012455,351566360
10012540,351589914
10014011,351625088
10015563,351681795
10015623,356281049
10016732,351711605
10016989,351732278
10019153,353138134
10019215,351852180
10019533,352282767
10019883,351924529
10020123,351842505
10021291,354627304
10021504,351897585
10021528,351918392
10022012,353125988
10022012,363430427
10022312,352835514
10023254,351982509
10025676,352135578
10025929,352107983
10026341,352139620
10027022,354986596
10027389,352193023
10027460,352197945
10029301,352396958
10029448,355265041
10032171,367634728
1003256,83117010
10033194,352394695
10033670,352412021
10035173,352437268
10036179,352542312
10038711,352569637
10038972,352572525
10039754,352917978
10041242,357024973
10041279,352730139
10041282,353295409
10041569,366781119
10043313,352949670
10044335,352814448
10044993,352880686
10045560,354461686
10046902,352919227
10048298,353000455
10051044,353168067
10051182,353809053
1005172,28999122
10053768,353185641
10054128,353202242
10054452,353209459
10054633,353237496
10054736,353216331
10057844,353345004
100580,3432720
100580,5209593
10060132,353412965
10061036,353445997
10062117,353482168
10063291,353510210
10063501,353525713
10063997,353541331
10064009,353530537
1006507,27180248
10065170,353606293
10065191,353593068
10065747,357610695
1006680,27464276
1006798,35189166
1006798,35425348
1006799,31615826
10068220,353705124
10069323,353747171
10070828,353775098
10071497,353804384
10071902,358672217
10073189,353896551
1007449,27257166
10075037,353936082
10075240,353934621
10076497,353983816
10077502,355825510
10077641,354051610
10078514,354103939
10078815,354054661
1007991,29291628
10081706,354243471
10082197,355992950
1008233,27867407
10082842,354231403
10083367,354231408
1008379,27322704
10085765,358504834
1008629,27322338
10086821,360530857
10087149,354398791
10087501,359142894
1008873,30510046
10088958,354759922
10089326,354468391
10089529,372990453
10089912,354549337
10090520,354515124
10091055,368430640
10091920,354550508
10092640,354627729
1009266,27629967
10095118,354674513
10095267,354666449
10095426,357065377
10095973,354699298
10096009,365800581
10096712,354780182
10097035,354802325
10099250,354863932
1009941,27333827
10100456,354918913
10101316,356689991
10101316,356808603
10101440,354976614
10101698,354976515
10102879,355014522
10103339,355063926
10104180,363647673
101044,2302218
10105162,355114203
10108309,366942967
10110251,355314445
10111979,355559798
10112437,357853610
10112600,355382643
10112804,357574702
10113606,355468269
10115330,355502414
10115525,356262501
10118262,355625095
10118521,359796680
10119900,355888825
10120046,357148036
10121056,357448205
10122166,355868707
10122426,355902533
10122428,355827043
101226,2165571
10122776,355887684
10123109,360058805
10123170,355862064
1012425,27402810
10125315,356011259
10125474,356044462
10126331,425383114
10126521,356075143
10127298,356046700
10127772,358199419
10128710,356992551
10129186,358290076
10129194,356180623
10130402,356164743
10132265,356352364
10134234,356351230
10135116,356404403
10135147,356393679
10135406,356400779
10135406,356410177
10136338,356463747
10136398,356528531
10136616,389160710
10137961,356597795
10138399,356619408
10138913,356725302
10139265,356557992
10140310,358880833
10140986,356634168
10141182,362622022
10141455,356647871
10141497,356644225
10142921,356700024
10143142,356705420
1014324,27477024
10143597,356749805
10143736,362724482
10143859,381567912
10144169,356780730
10144707,356778885
10146278,356891438
10146574,356842251
10148068,356951848
10148170,356908317
10148264,356915492
10148278,356919533
10149582,359082180
1014994,27507681
10150070,360623626
10150316,356998466
10150505,357070668
1015071,29115976
10152849,375617531
10153057,363082994
10153592,357188608
10155269,357231480
1015690,27543301
1015850,41581300
1015901,28519836
10161435,357480617
10161718,357472510
10162610,357500920
10163620,357552012
10163760,365162163
10163925,357575756
10164416,357563481
10165465,357629308
10165847,357620165
10166109,357662901
10166272,357740703
10166841,359696914
10166895,357707299
10167149,374064448
10167279,357790122
10167827,363363721
10169121,358023928
10172960,357996953
10173803,357958510
10174575,358015987
10174582,358034743
10174892,357980378
10174911,358008575
10175598,358022234
1017579,28923294
10176010,362186140
10176166,358840527
10176166,358881133
10177912,361234322
1017822,27644547
10178703,358201694
10179503,358203289
10179503,358214189
10179690,358181076
1018112,27617462
10181755,358287271
10181862,365974329
10182606,358404647
10182606,358430664
10182852,362328634
10183337,358355975
10184225,372792730
10185152,358426056
10185450,362274713
10186279,358550284
10186400,358537796
10188279,358571391
10188349,358584751
10188935,423655788
10189048,358649540
10192228,361130503
10192313,358737739
10193677,360698331
10196970,358928856
10197740,358950093
10198283,359026313
10198412,358973212
10200288,359082432
10200472,359295201
10200545,359183720
10200826,359193743
10201673,359144408
1020368,28745986
10204039,359244707
10204063,359287979
10205924,359306023
10207123,359369054
10207848,408406378
10209205,361811004
10212758,359531754
10212768,361553797
10213517,359586914
10214022,359605634
10216776,359787477
1021700,27888010
10218184,362084494
10218401,361773755
10219209,359817521
10220379,359896326
10221009,366128952
10221009,366358812
1022124,27894987
10221318,359871369
10221522,361127257
10222002,359925806
10222002,359966601
10222056,361917341
10222119,360065146
10222379,359924710
10222639,359911902
1022318,27808288
10223460,359981711
10223931,360010917
10224152,376368964
10225084,360056982
10226389,360065007
