10000791,351045261
10000946,351052835
10001230,351046531
1000319,26919002
10003360,351178316
10003614,351144579
10004963,352979738
10005413,351226463
10005454,351218644
10005565,354491577
10006215,353953443
10006216,351255694
1000622,96213552
10008050,351345663
10008795,351404998
10008974,353411365
10009424,351522801
10009887,351464149
10010344,351480454
10010430,353033090
10011340,351519553
10011519,351521834
10012578,361242626
10013702,351604551
10013996,351620643
10014327,351636994
10014691,351660036
10014697,351650320
10014800,351656281
10015608,351759359
1001688,27518033
10016915,351717887
10019218,352569846
10020040,399877197
10020302,354417561
10020664,351884405
10020936,351960874
1002100,27022955
10022012,353095185
10022117,351945881
10022623,351977185
10024981,352078618
10026110,359029298
10026153,352130239
10026753,352145599
10026784,353102007
10027205,352170864
10029037,352266760
10030573,352298980
1003427,27030565
10034752,352793088
10036574,352507048
10037259,355061244
10039121,352644271
10039298,352627061
10039501,352590810
10040804,353626182
10041210,361185575
10041847,352696917
10042158,352777368
10043470,352789204
10043781,352899280
10043948,352834543
10044375,366008080
1004552,27078584
10045677,353880266
10046321,353002949
1004700,28788671
10047132,353067892
10048047,352970415
10048216,356768488
10048373,352987647
10048513,353003495
10048733,353005691
1005058,27216479
10050958,353080225
10050962,353120014
10051814,353119747
10053269,354077482
1005423,27133079
10054802,353219965
10056870,353291224
10058067,353431020
10058552,353407721
10058829,353367129
10058923,353381352
10059581,357401465
10060339,416002608
10060483,353429266
10061045,353446044
10061290,376637028
10061547,353460808
10062352,353500296
10063585,353526781
10063616,353517765
10063944,357561506
10064953,353583924
10065257,353692495
10065517,359691989
10065545,379981827
10065613,353610263
10065747,357664989
10066081,353619657
10066129,353625557
10068198,357684533
10068421,353706195
10068425,354639782
10070664,353826124
10070824,355337967
1007169,27335006
10072447,353835825
10072618,353932770
10073118,353870775
10075001,353957736
10076810,353995589
10078357,360243074
10078707,354050848
1007991,29053601
1008000,27590307
10080828,354396408
10085553,354347438
10085873,354343680
10087548,363727896
1008790,29408517
10088202,354438778
10090031,354549050
10090478,354505830
10090618,354506469
10090868,357857533
10091136,354553574
10093184,354601472
10094053,370980283
10095307,354757804
10095403,354726606
10096131,354769353
10097564,354783989
10097680,354785607
10097686,354782937
10097812,379017167
10098269,354817257
10102367,356683214
10103276,355122874
10103312,369279350
10103472,356790374
10104017,357228578
10104893,392155874
10105033,357036263
10105828,355161807
10106670,355200787
10107088,355210027
10107661,355316476
10107770,361460594
1010791,27384701
10108397,366613816
1010908,88092467
1010942,43347870
10111017,355344631
10111148,355328452
10111301,355469640
1011253,36573388
10112604,355410701
10113288,355404965
10113533,355416400
10114720,356726318
10114720,356998558
